inp	gt
"3356	ལྗུད"	"3356	ལྗུད"
"1614	ཛིད"	"1614	ཛིད"
"720	བསུ"	"720	བསུ"
"3058	རྒོབ"	"3058	རྒོབ"
"25	ལ"	"25	ལ"
"1291	ལར"	"1291	ལར"
"1808	གོན"	"1808	གོན"
"2920	རྣེད"	"2920	རྣེད"
"2202	ཇིར"	"2202	ཇིར"
"1942	ཙོབ"	"1942	ཙོབ"
"3430	ལྦུས"	"3430	ལྦུས"
"2766	རྨུག"	"2766	རྨུག"
"2954	རྟེམ"	"2954	རྟེམ"
"1396	དུག"	"1396	དུག"
"749	མནི"	"749	མནི"
"41	རྫ"	"41	རྫ"
"1523	ཚུང"	"1523	ཚུང"
"1756	དུན"	"1756	དུན"
"3361	ལྷུད"	"3361	ལྷུད"
"759	མདུ"	"759	མདུ"
"2843	རྔུའ"	"2843	རྔུའ"
"2598	རྨའ"	"2598	རྨའ"
"1016	མགྲེ"	"1016	མགྲེ"
"2824	རྣུབ"	"2824	རྣུབ"
"871	བརྡི"	"871	བརྡི"
"1193	ཚབ"	"1193	ཚབ"
"765	མངེ"	"765	མངེ"
"3094	རྐོར"	"3094	རྐོར"
"343	རོ"	"343	རོ"
"449	སྒུ"	"449	སྒུ"
"3249	ལྤིང"	"3249	ལྤིང"
"707	བཞི"	"707	བཞི"
"710	བསི"	"710	བསི"
"3195	ལྕའ"	"3195	ལྕའ"
"3035	རྔོད"	"3035	རྔོད"
"2683	རྩིན"	"2683	རྩིན"
"331	པོ"	"331	པོ"
"939	བསྔོ"	"939	བསྔོ"
"42	ལྐ"	"42	ལྐ"
"2163	སེའ"	"2163	སེའ"
"1165	ཝན"	"1165	ཝན"
"2225	ཨིར"	"2225	ཨིར"
"3424	ལྔུས"	"3424	ལྔུས"
"2676	རྗིན"	"2676	རྗིན"
"1033	འབྱུ"	"1033	འབྱུ"
"1920	རེབ"	"1920	རེབ"
"908	བལྡུ"	"908	བལྡུ"
"568	རླེ"	"568	རླེ"
"1777	ཁེན"	"1777	ཁེན"
"961	བསྲེ"	"961	བསྲེ"
"3391	ལྷུམ"	"3391	ལྷུམ"
"1986	ཀུམ"	"1986	ཀུམ"
"2226	ཀུར"	"2226	ཀུར"
"34	རྙ"	"34	རྙ"
"1317	ཟལ"	"1317	ཟལ"
"463	སྡེ"	"463	སྡེ"
"3304	ལྔིར"	"3304	ལྔིར"
"1751	ཆུན"	"1751	ཆུན"
"183	བགྲ"	"183	བགྲ"
"1994	ཏུམ"	"1994	ཏུམ"
"1179	ངབ"	"1179	ངབ"
"965	བཀྲི"	"965	བཀྲི"
"599	སྒྱེ"	"599	སྒྱེ"
"1887	ཟུབ"	"1887	ཟུབ"
"3217	ལྟལ"	"3217	ལྟལ"
"2567	རྗབ"	"2567	རྗབ"
"2114	ཉུའ"	"2114	ཉུའ"
"1675	ཝེད"	"1675	ཝེད"
"963	བགྲོ"	"963	བགྲོ"
"1397	ནུག"	"1397	ནུག"
"3374	ལྔུབ"	"3374	ལྔུབ"
"1004	བསྒྲོ"	"1004	བསྒྲོ"
"542	ཁྲོ"	"542	ཁྲོ"
"2870	རྟུལ"	"2870	རྟུལ"
"2647	རྩིག"	"2647	རྩིག"
"2800	རྣུད"	"2800	རྣུད"
"77	ཕྲ"	"77	ཕྲ"
"1836	ཀིབ"	"1836	ཀིབ"
"3437	ལྟེག"	"3437	ལྟེག"
"944	བསྩོ"	"944	བསྩོ"
"195	བསྟ"	"195	བསྟ"
"454	སྤུ"	"454	སྤུ"
"2119	པུའ"	"2119	པུའ"
"1475	ཨོག"	"1475	ཨོག"
"911	བལྟོ"	"911	བལྟོ"
"2484	ཇུས"	"2484	ཇུས"
"1902	ཇེབ"	"1902	ཇེབ"
"3286	ལྗིམ"	"3286	ལྗིམ"
"858	དབྱོ"	"858	དབྱོ"
"2175	ཐོའ"	"2175	ཐོའ"
"1710	རོད"	"1710	རོད"
"126	དང"	"126	དང"
"654	གསུ"	"654	གསུ"
"2209	ཕིར"	"2209	ཕིར"
"2462	ཤིས"	"2462	ཤིས"
"2214	ཛིར"	"2214	ཛིར"
"333	བོ"	"333	བོ"
"2370	རུལ"	"2370	རུལ"
"2930	རྟེན"	"2930	རྟེན"
"2977	རྙེར"	"2977	རྙེར"
"2233	ཉུར"	"2233	ཉུར"
"399	ལྔི"	"399	ལྔི"
"2381	ཆེལ"	"2381	ཆེལ"
"3	ང"	"3	ང"
"3140	ལྐང"	"3140	ལྐང"
"2147	དེའ"	"2147	དེའ"
"2746	རྒིས"	"2746	རྒིས"
"3348	ལྡུང"	"3348	ལྡུང"
"2886	རྨུས"	"2886	རྨུས"
"218	མགྲ"	"218	མགྲ"
"1097	དང"	"1097	དང"
"1506	ཀུང"	"1506	ཀུང"
"2579	རྫང"	"2579	རྫང"
"1335	ཐས"	"1335	ཐས"
"2620	རྣལ"	"2620	རྣལ"
"1073	ཙག"	"1073	ཙག"
"1234	ཧམ"	"1234	ཧམ"
"2186	ཞོའ"	"2186	ཞོའ"
"1733	ཚིན"	"1733	ཚིན"
"637	གཞི"	"637	གཞི"
"3075	རྟོམ"	"3075	རྟོམ"
"948	བགྱུ"	"948	བགྱུ"
"3476	ལྗེབ"	"3476	ལྗེབ"
"275	ཙུ"	"275	ཙུ"
"311	འེ"	"311	འེ"
"1048	འཁྱོ"	"1048	འཁྱོ"
"1522	ཙུང"	"1522	ཙུང"
"1452	ཇོག"	"1452	ཇོག"
"3102	རྦོར"	"3102	རྦོར"
"2851	རྩུའ"	"2851	རྩུའ"
"1101	བང"	"1101	བང"
"2008	འུམ"	"2008	འུམ"
"262	ངུ"	"262	ངུ"
"2767	རྩུག"	"2767	རྩུག"
"2375	ཨུལ"	"2375	ཨུལ"
"1013	མཁྱེ"	"1013	མཁྱེ"
"986	བསྒྲི"	"986	བསྒྲི"
"1596	ཀིད"	"1596	ཀིད"
"2025	ཐེམ"	"2025	ཐེམ"
"403	ལྡི"	"403	ལྡི"
"2846	རྟུའ"	"2846	རྟུའ"
"303	བེ"	"303	བེ"
"3043	རྩོད"	"3043	རྩོད"
"2157	ཟེའ"	"2157	ཟེའ"
"2074	ཧོམ"	"2074	ཧོམ"
"3171	ལྐབ"	"3171	ལྐབ"
"86	སླ"	"86	སླ"
"2234	ཏུར"	"2234	ཏུར"
"2335	ཝིལ"	"2335	ཝིལ"
"2007	ཟུམ"	"2007	ཟུམ"
"1476	ཀིང"	"1476	ཀིང"
"3033	རྐོད"	"3033	རྐོད"
"3484	ལྔེམ"	"3484	ལྔེམ"
"3165	ལྟན"	"3165	ལྟན"
"2504	ཏེས"	"2504	ཏེས"
"747	མཐི"	"747	མཐི"
"3322	ལྐིས"	"3322	ལྐིས"
"2860	རྣུར"	"2860	རྣུར"
"2590	རྒའ"	"2590	རྒའ"
"1914	ཛེབ"	"1914	ཛེབ"
"2592	རྗའ"	"2592	རྗའ"
"2124	ཚུལ"	"2124	ཚུལ"
"1176	ཀབ"	"1176	ཀབ"
"766	མཆེ"	"766	མཆེ"
"2530	ཅོས"	"2530	ཅོས"
"3373	ལྒུབ"	"3373	ལྒུབ"
"1104	ཚང"	"1104	ཚང"
"3287	ལྟིམ"	"3287	ལྟིམ"
"3449	ལྤེང"	"3449	ལྤེང"
"3443	ལྒེང"	"3443	ལྒེང"
"1740	རིན"	"1740	རིན"
"2831	རྔུམ"	"2831	རྔུམ"
"300	ནེ"	"300	ནེ"
"2737	རྙིལ"	"2737	རྙིལ"
"2349	ངུལ"	"2349	ངུལ"
"1951	ལོབ"	"1951	ལོབ"
"2877	རྐུས"	"2877	རྐུས"
"1511	ཆུང"	"1511	ཆུང"
"1077	ཞག"	"1077	ཞག"
"1975	ཝིམ"	"1975	ཝིམ"
"1943	ཚོབ"	"1943	ཚོབ"
"2267	ནེར"	"2267	ནེར"
"1515	ཐུང"	"1515	ཐུང"
"2035	ཝེམ"	"2035	ཝེམ"
"2092	ཙིའ"	"2092	ཙིའ"
"1316	ཞལ"	"1316	ཞལ"
"1337	ནས"	"1337	ནས"
"2310	རོར"	"2310	རོར"
"2984	རྫེར"	"2984	རྫེར"
"3278	ལྡིབ"	"3278	ལྡིབ"
"1834	ཧོན"	"1834	ཧོན"
999 བརྐྱོ	999 བརྐྱོ
"2943	རྡེབ"	"2943	རྡེབ"
"2584	རྙད"	"2584	རྙད"
"2174	ཏོའ"	"2174	ཏོའ"
"1143	ཤད"	"1143	ཤད"
"3132	ལྔག"	"3132	ལྔག"
"2231	ཆུར"	"2231	ཆུར"
"381	རྦེ"	"381	རྦེ"
"3470	ལྦེན"	"3470	ལྦེན"
"3084	རྔོའ"	"3084	རྔོའ"
"545	ཐྲོ"	"545	ཐྲོ"
"3111	རྟོལ"	"3111	རྟོལ"
"1032	འཕྱུ"	"1032	འཕྱུ"
"2517	ཟེས"	"2517	ཟེས"
"1263	སའ"	"1263	སའ"
"1071	བག"	"1071	བག"
"2641	རྙིག"	"2641	རྙིག"
"590	སྤྱི"	"590	སྤྱི"
"322	ངོ"	"322	ངོ"
"2773	རྙུང"	"2773	རྙུང"
"2196	ཀིར"	"2196	ཀིར"
"617	སྦྲུ"	"617	སྦྲུ"
"276	ཚུ"	"276	ཚུ"
"2379	ངེལ"	"2379	ངེལ"
"2269	ཕེར"	"2269	ཕེར"
"2345	ཨིལ"	"2345	ཨིལ"
"1150	ཅན"	"1150	ཅན"
"1019	མཁྲོ"	"1019	མཁྲོ"
"1061	ཅག"	"1061	ཅག"
"2241	མུར"	"2241	མུར"
"773	མཛེ"	"773	མཛེ"
"478	སྨོ"	"478	སྨོ"
"3207	ལྟར"	"3207	ལྟར"
"3435	ལྕེག"	"3435	ལྕེག"
"2502	ཇེས"	"2502	ཇེས"
"2338	འིལ"	"2338	འིལ"
"365	རྙུ"	"365	རྙུ"
"1082	ལག"	"1082	ལག"
"1814	ཏོན"	"1814	ཏོན"
"1910	བེབ"	"1910	བེབ"
"579	རྐྱུ"	"579	རྐྱུ"
"72	གྲ"	"72	གྲ"
"687	དབུ"	"687	དབུ"
"2373	སུལ"	"2373	སུལ"
"2796	རྗུད"	"2796	རྗུད"
"349	རྐི"	"349	རྐི"
"3401	ལྷུའ"	"3401	ལྷུའ"
"2725	རྙིར"	"2725	རྙིར"
"3169	ལྦན"	"3169	ལྦན"
"813	འཚེ"	"813	འཚེ"
"1255	ཝའ"	"1255	ཝའ"
"3087	རྟོའ"	"3087	རྟོའ"
"2926	རྒེན"	"2926	རྒེན"
"1926	ཀོབ"	"1926	ཀོབ"
"2592	རྐན"	"2592	རྐན"
"1102	མང"	"1102	མང"
"2355	ཐུལ"	"2355	ཐུལ"
"103	སྒྱ"	"103	སྒྱ"
"2386	དེལ"	"2386	དེལ"
"531	ཁྲེ"	"531	ཁྲེ"
"1230	རམ"	"1230	རམ"
"3242	ལྐིང"	"3242	ལྐིང"
"1736	ཞིན"	"1736	ཞིན"
"2385	ཐེལ"	"2385	ཐེལ"
"2811	རྡུན"	"2811	རྡུན"
"2602	རྒར"	"2602	རྒར"
"1258	འའ"	"1258	འའ"
"413	ལྡུ"	"413	ལྡུ"
"2518	འེས"	"2518	འེས"
"544	ཏྲོ"	"544	ཏྲོ"
"2538	པོས"	"2538	པོས"
"111	སྨྲ"	"111	སྨྲ"
"2353	ཉུལ"	"2353	ཉུལ"
"2331	མིལ"	"2331	མིལ"
"3098	རྙོར"	"3098	རྙོར"
"734	བཏོ"	"734	བཏོ"
"1529	ཡུང"	"1529	ཡུང"
"2951	རྔེམ"	"2951	རྔེམ"
"1866	ཀུབ"	"1866	ཀུབ"
"277	ཛུ"	"277	ཛུ"
"1312	ཙལ"	"1312	ཙལ"
"2071	ལོམ"	"2071	ལོམ"
"1411	ལུག"	"1411	ལུག"
"2509	ཕེས"	"2509	ཕེས"
"3295	ལྕིའ"	"3295	ལྕིའ"
"1324	ཧལ"	"1324	ཧལ"
"2341	ལིལ"	"2341	ལིལ"
"354	རྟི"	"354	རྟི"
"1546	དེང"	"1546	དེང"
"2408	གོལ"	"2408	གོལ"
"2873	རྦུལ"	"2873	རྦུལ"
"786	འགི"	"786	འགི"
"3031	རྩོང"	"3031	རྩོང"
"189	བལྟ"	"189	བལྟ"
"1409	ཡུག"	"1409	ཡུག"
"1158	པན"	"1158	པན"
"1268	གར"	"1268	གར"
"3451	ལྷེང"	"3451	ལྷེང"
"2706	རྨིམ"	"2706	རྨིམ"
"2067	ཟོམ"	"2067	ཟོམ"
"2320	ཅིལ"	"2320	ཅིལ"
"2964	རྗེའ"	"2964	རྗེའ"
"127	དཔ"	"127	དཔ"
"1638	པུད"	"1638	པུད"
"2018	གེམ"	"2018	གེམ"
"2251	ལུར"	"2251	ལུར"
"1044	འགྲེ"	"1044	འགྲེ"
"727	བཞེ"	"727	བཞེ"
"528	སྲུ"	"528	སྲུ"
"352	རྗི"	"352	རྗི"
"1391	ཆུག"	"1391	ཆུག"
"1645	ཝུད"	"1645	ཝུད"
"1687	ཁོད"	"1687	ཁོད"
"1528	འུང"	"1528	འུང"
"503	གྱོ"	"503	གྱོ"
"679	དངི"	"679	དངི"
"569	སླེ"	"569	སླེ"
"1709	ཡོད"	"1709	ཡོད"
"1850	བིབ"	"1850	བིབ"
"1937	ནོབ"	"1937	ནོབ"
"2861	རྦུར"	"2861	རྦུར"
"2319	ངིལ"	"2319	ངིལ"
"440	སྙི"	"440	སྙི"
"3204	ལྔར"	"3204	ལྔར"
"806	འགེ"	"806	འགེ"
"24	ར"	"24	ར"
"1730	བིན"	"1730	བིན"
"622	སྦྲེ"	"622	སྦྲེ"
"2570	རྡབ"	"2570	རྡབ"
"1100	ཕང"	"1100	ཕང"
"797	འཆུ"	"797	འཆུ"
"653	གཤུ"	"653	གཤུ"
"722	བགེ"	"722	བགེ"
"2769	རྐུང"	"2769	རྐུང"
"2708	རྫིམ"	"2708	རྫིམ"
"332	ཕོ"	"332	ཕོ"
"265	ཇུ"	"265	ཇུ"
"1417	ཁེག"	"1417	ཁེག"
"1315	ཝལ"	"1315	ཝལ"
"1237	ཁའ"	"1237	ཁའ"
"3174	ལྕབ"	"3174	ལྕབ"
"3077	རྣོམ"	"3077	རྣོམ"
"2060	བོམ"	"2060	བོམ"
"957	བགྲུ"	"957	བགྲུ"
"368	རྣུ"	"368	རྣུ"
"1060	ངག"	"1060	ངག"
"917	བསྟི"	"917	བསྟི"
"2978	རྟེར"	"2978	རྟེར"
"1282	ཙར"	"1282	ཙར"
"2719	རྩིའ"	"2719	རྩིའ"
"2354	ཏུལ"	"2354	ཏུལ"
"1647	ཟུད"	"1647	ཟུད"
"2372	ཤུལ"	"2372	ཤུལ"
"573	ཟློ"	"573	ཟློ"
"2303	ཚོར"	"2303	ཚོར"
"2433	སོལ"	"2433	སོལ"
"495	ཁྱེ"	"495	ཁྱེ"
"2496	ཀེས"	"2496	ཀེས"
"348	ཨོ"	"348	ཨོ"
"1057	ཀག"	"1057	ཀག"
"2367	ཟུལ"	"2367	ཟུལ"
"882	བརྣུ"	"882	བརྣུ"
"2754	རྨིས"	"2754	རྨིས"
"1279	ཕར"	"1279	ཕར"
"1791	མེན"	"1791	མེན"
"74	ཐྲ"	"74	ཐྲ"
"1628	གུད"	"1628	གུད"
"1536	ཀེང"	"1536	ཀེང"
"718	བཟུ"	"718	བཟུ"
"2229	ངུར"	"2229	ངུར"
"1571	ཆོང"	"1571	ཆོང"
"777	མཆོ"	"777	མཆོ"
"1882	ཙུབ"	"1882	ཙུབ"
"973	བཀླེ"	"973	བཀླེ"
"2758	རྒུག"	"2758	རྒུག"
"1867	ཁུབ"	"1867	ཁུབ"
"2000	བུམ"	"2000	བུམ"
"1755	ཐུན"	"1755	ཐུན"
"101	རྨྱ"	"101	རྨྱ"
"2493	སུས"	"2493	སུས"
"1297	ཁལ"	"1297	ཁལ"
"2812	རྣུན"	"2812	རྣུན"
"857	དཔྱོ"	"857	དཔྱོ"
"1989	ངུམ"	"1989	ངུམ"
"2126	ཝུའ"	"2126	ཝུའ"
"1557	ཟེང"	"1557	ཟེང"
"685	དངུ"	"685	དངུ"
"315	ཤེ"	"315	ཤེ"
"3270	ལྦིན"	"3270	ལྦིན"
"1881	མུབ"	"1881	མུབ"
"494	ཀྱེ"	"494	ཀྱེ"
"2314	ཧོར"	"2314	ཧོར"
"2569	རྒང"	"2569	རྒང"
"2172	ཇོའ"	"2172	ཇོའ"
"490	པྱུ"	"490	པྱུ"
"1385	སིག"	"1385	སིག"
"2731	རྩིར"	"2731	རྩིར"
"9	ཐ"	"9	ཐ"
"1860	རིབ"	"1860	རིབ"
"1079	འག"	"1079	འག"
"716	བཙུ"	"716	བཙུ"
"2906	རྟེང"	"2906	རྟེང"
"2276	ཞེར"	"2276	ཞེར"
"362	རྒུ"	"362	རྒུ"
"16	ཙ"	"16	ཙ"
"438	སྒི"	"438	སྒི"
"3298	ལྡིའ"	"3298	ལྡིའ"
"282	ཡུ"	"282	ཡུ"
"491	ཕྱུ"	"491	ཕྱུ"
"3490	ལྦེམ"	"3490	ལྦེམ"
"2575	རྫབ"	"2575	རྫབ"
"2216	ཞིར"	"2216	ཞིར"
"2552	ཤོས"	"2552	ཤོས"
"2089	ཕིའ"	"2089	ཕིའ"
"2961	རྐེའ"	"2961	རྐེའ"
"340	ཟོ"	"340	ཟོ"
"32	རྔ"	"32	རྔ"
"1590	རོང"	"1590	རོང"
"1899	ངེབ"	"1899	ངེབ"
"1613	ཚིད"	"1613	ཚིད"
"991	བསྐྲུ"	"991	བསྐྲུ"
"2810	རྟུན"	"2810	རྟུན"
"3068	རྩོབ"	"3068	རྩོབ"
"1639	ཕུད"	"1639	ཕུད"
"1259	ཡའ"	"1259	ཡའ"
"1877	ནུབ"	"1877	ནུབ"
"1567	ཁོང"	"1567	ཁོང"
"3082	རྐོའ"	"3082	རྐོའ"
"587	རྨྱོ"	"587	རྨྱོ"
"2122	མུའ"	"2122	མུའ"
"2199	ངིར"	"2199	ངིར"
"3137	ལྤག"	"3137	ལྤག"
"2304	ཛོར"	"2304	ཛོར"
"1474	ཧོག"	"1474	ཧོག"
"1207	ཁམ"	"1207	ཁམ"
"3460	ལྦེད"	"3460	ལྦེད"
"2578	རྔམ"	"2578	རྔམ"
"150	མཛ"	"150	མཛ"
"3277	ལྟིབ"	"3277	ལྟིབ"
"1934	ཏོབ"	"1934	ཏོབ"
"2646	རྨིག"	"2646	རྨིག"
"2644	རྣིག"	"2644	རྣིག"
"529	ཧྲུ"	"529	ཧྲུ"
"2560	རྦན"	"2560	རྦན"
"2022	ཇེམ"	"2022	ཇེམ"
"2109	ངུའ"	"2109	ངུའ"
"1824	ཛོན"	"1824	ཛོན"
"3257	ལྟིད"	"3257	ལྟིད"
"3413	ལྒུལ"	"3413	ལྒུལ"
"1618	འིད"	"1618	འིད"
"548	ཕྲོ"	"548	ཕྲོ"
"27	ས"	"27	ས"
"2328	པིལ"	"2328	པིལ"
"1275	ཐར"	"1275	ཐར"
"626	སྤྲོ"	"626	སྤྲོ"
"2223	སིར"	"2223	སིར"
"3250	ལྦིང"	"3250	ལྦིང"
"2459	ཡིས"	"2459	ཡིས"
"2361	མུལ"	"2361	མུལ"
"2960	རྫེམ"	"2960	རྫེམ"
"2533	ཉོས"	"2533	ཉོས"
"717	བཞུ"	"717	བཞུ"
"80	ཧྲ"	"80	ཧྲ"
"1415	ཨུག"	"1415	ཨུག"
"760	མནུ"	"760	མནུ"
"3306	ལྗིར"	"3306	ལྗིར"
"3390	ལྦུམ"	"3390	ལྦུམ"
"2150	ཕེའ"	"2150	ཕེའ"
"686	དཔུ"	"686	དཔུ"
"1616	ཞིད"	"1616	ཞིད"
"342	ཡོ"	"342	ཡོ"
"327	ཏོ"	"327	ཏོ"
"2752	རྣིས"	"2752	རྣིས"
"1273	ཉར"	"1273	ཉར"
"1067	དག"	"1067	དག"
"2975	རྔེར"	"2975	རྔེར"
"3267	ལྟིན"	"3267	ལྟིན"
"709	བཤི"	"709	བཤི"
"1811	ཆོན"	"1811	ཆོན"
"1481	ཆིང"	"1481	ཆིང"
"1936	དོབ"	"1936	དོབ"
"79	སྲ"	"79	སྲ"
"1893	སུབ"	"1893	སུབ"
"1576	དོང"	"1576	དོང"
"461	སྙེ"	"461	སྙེ"
"2428	འོལ"	"2428	འོལ"
"1782	ཇེན"	"1782	ཇེན"
"1437	ཟེག"	"1437	ཟེག"
"2004	ཛུམ"	"2004	ཛུམ"
"1772	ཤུན"	"1772	ཤུན"
"1640	བུད"	"1640	བུད"
"2892	རྗེག"	"2892	རྗེག"
"2580	རྐད"	"2580	རྐད"
"274	མུ"	"274	མུ"
"1487	ནིང"	"1487	ནིང"
"592	སྨྱི"	"592	སྨྱི"
"2682	རྨིན"	"2682	རྨིན"
"147	མད"	"147	མད"
"2604	རྗར"	"2604	རྗར"
"3488	ལྡེམ"	"3488	ལྡེམ"
"1883	ཚུབ"	"1883	ཚུབ"
"2701	རྙིམ"	"2701	རྙིམ"
"1825	ཝོན"	"1825	ཝོན"
"2931	རྡེན"	"2931	རྡེན"
"1966	དིམ"	"1966	དིམ"
"3497	ལྟེའ"	"3497	ལྟེའ"
"868	བརྗི"	"868	བརྗི"
"2759	རྔུག"	"2759	རྔུག"
"2768	རྫུག"	"2768	རྫུག"
"1705	ཝོད"	"1705	ཝོད"
"158	འབ"	"158	འབ"
"979	བརློ"	"979	བརློ"
"2763	རྡུག"	"2763	རྡུག"
"1017	མཁྱོ"	"1017	མཁྱོ"
"2638	རྒིག"	"2638	རྒིག"
"3415	ལྕུལ"	"3415	ལྕུལ"
"1873	ཉུབ"	"1873	ཉུབ"
"702	བགི"	"702	བགི"
"136	བཞ"	"136	བཞ"
"896	བརྒོ"	"896	བརྒོ"
"2815	རྩུན"	"2815	རྩུན"
"2017	ཁེམ"	"2017	ཁེམ"
"1228	འམ"	"1228	འམ"
"614	སྐྲུ"	"614	སྐྲུ"
"2549	ཡོས"	"2549	ཡོས"
"3383	ལྒུམ"	"3383	ལྒུམ"
"3116	རྩོལ"	"3116	རྩོལ"
"472	སྙོ"	"472	སྙོ"
"2788	རྣུང"	"2788	རྣུང"
"837	དཔྱུ"	"837	དཔྱུ"
"540	ཧྲེ"	"540	ཧྲེ"
"3386	ལྗུམ"	"3386	ལྗུམ"
"475	སྣོ"	"475	སྣོ"
"1534	ཧུང"	"1534	ཧུང"
"28	ཧ"	"28	ཧ"
"1402	ཙུག"	"1402	ཙུག"
"232	ངི"	"232	ངི"
"2514	ཇེས"	"2514	ཇེས"
"244	མི"	"244	མི"
"706	བཙི"	"706	བཙི"
"1539	ངེང"	"1539	ངེང"
"2117	དུའ"	"2117	དུའ"
"1416	ཀེག"	"1416	ཀེག"
"725	བདེ"	"725	བདེ"
"2750	རྟིས"	"2750	རྟིས"
"3474	ལྔེབ"	"3474	ལྔེབ"
"2618	རྟལ"	"2618	རྟལ"
"3419	ལྤུལ"	"3419	ལྤུལ"
"2247	ཟུར"	"2247	ཟུར"
"1446	ཀོག"	"1446	ཀོག"
"2705	རྦིམ"	"2705	རྦིམ"
"1764	ཛུན"	"1764	ཛུན"
"3371	ལྷུན"	"3371	ལྷུན"
"1838	གིབ"	"1838	གིབ"
"552	ཀླི"	"552	ཀླི"
"2435	ཨོལ"	"2435	ཨོལ"
"2046	ཀོམ"	"2046	ཀོམ"
"666	གཅོ"	"666	གཅོ"
"3021	རྐོང"	"3021	རྐོང"
"1879	ཕུབ"	"1879	ཕུབ"
"2722	རྒིར"	"2722	རྒིར"
"253	རི"	"253	རི"
"65	གྱ"	"65	གྱ"
"3121	རྗོས"	"3121	རྗོས"
"2627	རྔས"	"2627	རྔས"
"1520	བུང"	"1520	བུང"
"611	སྤྲི"	"611	སྤྲི"
"1070	ཕག"	"1070	ཕག"
"1413	སུག"	"1413	སུག"
"3131	ལྒག"	"3131	ལྒག"
"2840	རྫུམ"	"2840	རྫུམ"
"2661	རྐིད"	"2661	རྐིད"
"359	རྩི"	"359	རྩི"
"914	བསྒི"	"914	བསྒི"
"1916	ཞེབ"	"1916	ཞེབ"
"3189	ལྤམ"	"3189	ལྤམ"
"2161	ལེའ"	"2161	ལེའ"
"2240	བུར"	"2240	བུར"
"451	སྟུ"	"451	སྟུ"
"1519	ཕུང"	"1519	ཕུང"
"1134	ཚད"	"1134	ཚད"
"3239	ལྤིག"	"3239	ལྤིག"
"2449	ཕིས"	"2449	ཕིས"
"2080	ཅིའ"	"2080	ཅིའ"
"674	གཡོ"	"674	གཡོ"
"3096	རྔོར"	"3096	རྔོར"
"520	ཁྲུ"	"520	ཁྲུ"
"1464	ཛོག"	"1464	ཛོག"
"161	དཀྱ"	"161	དཀྱ"
"2580	རྙམ"	"2580	རྙམ"
"977	བཀློ"	"977	བཀློ"
"279	ཞུ"	"279	ཞུ"
"2921	རྦེད"	"2921	རྦེད"
"2760	རྗུག"	"2760	རྗུག"
"1093	ཇང"	"1093	ཇང"
"2523	སེས"	"2523	སེས"
"231	གི"	"231	གི"
"1066	ཐག"	"1066	ཐག"
"828	དབྱི"	"828	དབྱི"
"283	རུ"	"283	རུ"
"2542	ཙོས"	"2542	ཙོས"
"1680	རེད"	"1680	རེད"
"2524	ཧེས"	"2524	ཧེས"
"2622	རྨལ"	"2622	རྨལ"
"1712	ཤོད"	"1712	ཤོད"
"444	སྤི"	"444	སྤི"
"2601	རྐར"	"2601	རྐར"
"1794	ཛེན"	"1794	ཛེན"
"1677	ཟེད"	"1677	ཟེད"
"263	ཅུ"	"263	ཅུ"
"3162	ལྔན"	"3162	ལྔན"
"1849	ཕིབ"	"1849	ཕིབ"
"1532	ཤུང"	"1532	ཤུང"
"840	དཀྲུ"	"840	དཀྲུ"
"746	མཉི"	"746	མཉི"
"1311	མལ"	"1311	མལ"
"820	འདོ"	"820	འདོ"
"3364	ལྔུན"	"3364	ལྔུན"
"479	སྩོ"	"479	སྩོ"
"1564	ཧེང"	"1564	ཧེང"
"641	གཡི"	"641	གཡི"
"2584	རྦམ"	"2584	རྦམ"
"574	རློ"	"574	རློ"
"2636	རྫས"	"2636	རྫས"
"1998	པུམ"	"1998	པུམ"
"1509	ངུང"	"1509	ངུང"
"2424	ཛོལ"	"2424	ཛོལ"
"71	ཁྲ"	"71	ཁྲ"
"1527	ཟུང"	"1527	ཟུང"
"2358	པུལ"	"2358	པུལ"
"1781	ཆེན"	"1781	ཆེན"
"2418	པོལ"	"2418	པོལ"
"3349	ལྤུང"	"3349	ལྤུང"
"2866	རྒུལ"	"2866	རྒུལ"
"2855	རྔུར"	"2855	རྔུར"
"700	དམོ"	"700	དམོ"
"219	མདྲ"	"219	མདྲ"
"3218	ལྡལ"	"3218	ལྡལ"
"3170	ལྷན"	"3170	ལྷན"
"2871	རྡུལ"	"2871	རྡུལ"
"1055	འཕྲོ"	"1055	འཕྲོ"
"1955	ཨོབ"	"1955	ཨོབ"
"2099	ཡིའ།"	"2099	ཡིའ།"
"1438	འེག"	"1438	འེག"
"2363	ཚུལ"	"2363	ཚུལ"
"1985	ཨིམ"	"1985	ཨིམ"
"3209	ལྤར"	"3209	ལྤར"
"431	ལྗོ"	"431	ལྗོ"
"3047	རྔོན"	"3047	རྔོན"
"36	རྡ"	"36	རྡ"
"2497	ཁེས"	"2497	ཁེས"
"3185	ལྕམ"	"3185	ལྕམ"
"3152	ལྔད"	"3152	ལྔད"
"821	འཕོ"	"821	འཕོ"
"1206	ཀམ"	"1206	ཀམ"
"1025	འཁྲི"	"1025	འཁྲི"
"2712	རྗིའ"	"2712	རྗིའ"
"688	དམུ"	"688	དམུ"
"588	སྐྱི"	"588	སྐྱི"
"2195	ཨོའ"	"2195	ཨོའ"
"3428	ལྡུས"	"3428	ལྡུས"
"3446	ལྗེང"	"3446	ལྗེང"
